# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-01-05
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr17	7012624	7014532	17p13.1	17p13.1	617098	RNASEK	Ribonuclease K	RNASEK	440400	ENSG00000219200			Rnasek (MGI:106369)
chr17	7014782	7017520	17p13.1	17p13.1	617215	C17orf49, BAP18	Chromosome 17 open reading frame 49	C17orf49	124944	ENSG00000258315			0610010K14Rik (MGI:1915609)
chr17	7017615	7017701	17p13.1	17p13.1	610718	MIR195, MIRN195	Micro RNA 195	MIR195	406971	ENSG00000284112			Mir195a (MGI:2676859)
chr17	7017911	7018022	17p13.1	17p13.1	615672	MIR497	Micro RNA 497	MIR497	574456	ENSG00000284027			Mir497 (MGI:3629886)
chr17	7023050	7029644	17p13.1	17p13.1	608992	BCL6B, BAZF	BCL6B transcription repressor	BCL6B	255877	ENSG00000161940			Bcl6b (MGI:1278332)
chr17	7041621	7044092	17p13.2	17p13.1	615765	SLC16A11, MCT11	Solute carrier family 16, member 11	SLC16A11	162515	ENSG00000174326			Slc16a11 (MGI:2663709)
chr17	7074537	7080251	17p13.1	17p13.1	605999	CLEC10A, CLECSF14, MGL, HML, CD301	C-type lectin domain family 10, member A	CLEC10A	10462	ENSG00000132514			Clec10a,Mgl2 (MGI:2385729,MGI:96975)
chr17	7101322	7115146	17p	17p13.1	108361	ASGR2	Asialoglycoprotein receptor-2	ASGR2	433	ENSG00000161944			Asgr2 (MGI:88082)
chr17	7173431	7179370	17p13-p11	17p13.1	108360	ASGR1	Asialoglycoprotein receptor-1	ASGR1	432	ENSG00000141505			Asgr1 (MGI:88081)
chr17	7187187	7220050	17p13.1	17p13.1	602887	DLG4, PSD95, SAP90, MRD62	Discs large MAGUK scaffold protein 4	DLG4	1742	ENSG00000132535		Intellectual developmental disorder, autosomal dominant 62, 618793 (3), Autosomal dominant	Dlg4 (MGI:1277959)
chr17	7217125	7225266	17p13	17p13.1	609575	ACADVL, VLCAD	Acyl-Coenzyme A dehydrogenase, very long chain	ACADVL	37	ENSG00000072778		VLCAD deficiency, 201475 (3), Autosomal recessive	Acadvl (MGI:895149)
chr17	7225342	7234517	17p13.1	17p13.1	602151	DVL2	Dishevelled 2	DVL2	1856	ENSG00000004975			Dvl2 (MGI:106613)
chr17	7235038	7240828	17p13	17p13.1	612910	PHF23	PHD finger protein 23	PHF23	79142	ENSG00000040633			Phf23 (MGI:1925496)
chr17	7240008	7242449	17p13.1	17p13.1	605125	GABARAP	GABA-A receptor-associated protein	GABARAP	11337	ENSG00000170296			Gabarap (MGI:1861742)
chr17	7243591	7251978	17p13.1	17p13.1	610684	CTDNEP1, DULLARD	C-terminal domain nuclear envelope phosphatase 1	CTDNEP1	23399	ENSG00000175826			Ctdnep1 (MGI:1914431)
chr17	7251724	7259940	17p13.1	17p13.1	615019	ELP5, DERP6, C17orf81	Elongator acetyltransferase complex, subunit 5	ELP5	23587	ENSG00000170291			Elp5 (MGI:1859017)
chr17	7259903	7263213	17p13.1	17p13.1	609131	CLDN7	Claudin 7	CLDN7	1366	ENSG00000181885			Cldn7 (MGI:1859285)
chr17	7281718	7288257	17p13	17p13.1	138190	SLC2A4, GLUT4	Solute carrier family 2 (facilitated glucose transporter), member 4	SLC2A4	6517	ENSG00000181856			Slc2a4 (MGI:95758)
chr17	7288263	7294639	17p13.1	17p13.1	611447	YBX2, MSY2, CSDA3, DBPC	Y box-binding protein 2	YBX2	51087	ENSG00000006047			Ybx2 (MGI:1096372)
chr17	7306999	7312463	17p13-p12	17p13.1	600187	EIF5A, FABAS	Eukaryotic translation initiation factor-5A	EIF5A	1984	ENSG00000132507		Faundes-Banka syndrome, 619376 (3), Autosomal dominant	Eif5a (MGI:106248)
chr17	7312661	7315360	17p13.1	17p13.1	601935	GPS2	G protein pathway suppressor 2	GPS2	2874	ENSG00000132522			Gps2 (MGI:1891751)
chr17	7315628	7329335	17p13.1	17p13.1	615865	NEURL4, KIAA1787	Neuralized E3 ubiquitin protein ligase 4	NEURL4	84461	ENSG00000215041			Neurl4 (MGI:1921092)
chr17	7336529	7351477	Chr.17	17p13.1	607763	CENTB1, KIAA0050, ACAP1	Centaurin, beta-1	ACAP1	9744	ENSG00000072818			Acap1 (MGI:2388270)
chr17	7352162	7354944	17p13.2	17p13.1	609848	KCTD11, REn	Potassium channel tetramerization domain-containing protein 11	KCTD11	147040	ENSG00000213859			Kctd11 (MGI:2448712)
chr17	7355156	7357219	17p13.1	17p13.1	617814	TMEM95	Transmembrane protein 95	TMEM95	339168	ENSG00000182896			Tmem95 (MGI:3779488)
chr17	7380047	7389742	17p13.1	17p13.1	608076	TNK1	Tyrosine kinase, nonreceptor, 1	TNK1	8711	ENSG00000174292			Tnk1 (MGI:1930958)
chr17	7389727	7394525	17p13.1	17p13.1	607611	PLSCR3	Phospholipid scramblase 3	PLSCR3	57048	ENSG00000187838			Plscr3 (MGI:1917560)
chr17	7402975	7404097	17p13.1	17p13.1	617779	TMEM256, C17orf61	Transmembrane protein 256	TMEM256	254863	ENSG00000205544			Tmem256 (MGI:1916436)
chr17	7404653	7419860	Chr.17	17p13.1	606479	NLGN2, KIAA1366	Neuroligin 2	NLGN2	57555	ENSG00000169992			Nlgn2 (MGI:2681835)
chr17	7420324	7421632	17p13.1	17p13.1	615116	SPEM1, C17orf83	Spermatid maturation protein 1	SPEM1	374768	ENSG00000181323			Spem1 (MGI:1921538)
chr17	7435435	7437679	17p13.1	17p13.1	613936	TMEM102, CBAP	Transmembrane protein 102	TMEM102	284114	ENSG00000181284			Tmem102 (MGI:1921591)
chr17	7438298	7444937	17q21	17p13.1	601514	FGF11, FHF3	Fibroblast growth factor-11	FGF11	2256	ENSG00000161958			Fgf11 (MGI:109167)
chr17	7445061	7457710	17p12-p11	17p13.1	100710	CHRNB1, ACHRB, SCCMS, CMS2A, CMS2C	Cholinergic receptor, nicotinic, beta polypeptide-1, muscle	CHRNB1	1140	ENSG00000170175	mutation identified in 1 CMS2C family	?Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency, 616314 (3), Autosomal recessive; Myasthenic syndrome, congenital, 2A, slow-channel, 616313 (3), Autosomal dominant	Chrnb1 (MGI:87890)
chr17	7459378	7484249	17p13.1	17p13.1	612308	ZBTB4, KIAA1538	Zinc finger and BTB domain-containing 4	ZBTB4	57659	ENSG00000174282			Zbtb4 (MGI:1922830)
chr17	7484366	7514616	17p13.1	17p13.1	180660	POLR2A, RPOL2, NEDHIB	Polymerase (RNA) II (DNA directed) polypeptide A, 220kD	POLR2A	5430	ENSG00000181222		Neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities, 618603 (3), Autosomal dominant	Polr2a (MGI:98086)
chr17	7549058	7557881	17p13.3	17p13.1	602695	TNFSF12, TWEAK, APO3L, DR3LG	Tumor necrosis factor ligand superfamily, member 12	TNFSF12	8742	ENSG00000239697			Tnfsf12 (MGI:1196259)
chr17	7558282	7561601	17p13.1	17p13.1	604472	TNFSF13, APRIL, TALL2	Tumor necrosis factor ligand superfamily, member 13	TNFSF13	8741	ENSG00000161955			Tnfsf13 (MGI:1916833)
chr17	7561919	7571969	17p13.1	17p13.1	612844	SENP3	Sentrin-specific protease family, member 3	SENP3	26168	ENSG00000161956			Senp3 (MGI:2158736)
chr17	7572825	7579006	17p13	17p13.1	602641	EIF4A1, DDX2A	Eukaryotic translation initiation factor 4A, isoform 1	EIF4A1	1973	ENSG00000161960			Eif4a1 (MGI:95303)
chr17	7579638	7582111	17p13	17p13.1	153634	CD68	Macrophage antigen CD68 (macrosialin)	CD68	968	ENSG00000129226			Cd68 (MGI:88342)
chr17	7583647	7588212	17p13.1-p12	17p13.1	604041	MPDU1, SL15, CDGIF	Mannose-P-dolichol utilization defect 1	MPDU1	9526	ENSG00000129255		Congenital disorder of glycosylation, type If, 609180 (3), Autosomal recessive	Mpdu1 (MGI:1346040)
chr17	7588178	7590094	17p13	17p13.1	601297	SOX15, SOX20	SRY (sex-determining region Y)-box 15	SOX15	6665	ENSG00000129194			Sox15 (MGI:98363)
chr17	7591230	7614897	17p13.1	17p13.1	605339	FXR2	FMR1 autosomal homolog 2	FXR2	9513	ENSG00000129245			Fxr2 (MGI:1346074)
chr17	7614064	7633372	17p13-p12	17p13.1	182205	SHBG, ABP	Sex hormone-binding globulin (androgen binding protein)	SHBG	6462	ENSG00000129214			Shbg (MGI:98295)
chr17	7626234	7627876	17p13.1	17p13.1	611463	SAT2, SSAT2	Spermidine/spermine N(1)-acetyltransferase 2	SAT2	112483	ENSG00000141504			Sat2 (MGI:1916465)
chr17	7646627	7657770	17p	17p13.1	182331	ATP1B2, AMOG	ATPase, Na+K+ transporting, beta-2 polypeptide	ATP1B2	482	ENSG00000129244			Atp1b2 (MGI:88109)
chr17	7668421	7687490	17p13.1	17p13.1	191170	TP53, P53, LFS1 , BCC7, BMFS5	Tumor protein p53	TP53	7157	ENSG00000141510		{Basal cell carcinoma 7}, 614740 (3), Autosomal dominant; {Adrenocortical carcinoma, pediatric}, 202300 (3), Autosomal dominant; Hepatocellular carcinoma, somatic, 114550 (3); Breast cancer, somatic, 114480 (3); Li-Fraumeni syndrome, 151623 (3), Autosomal dominant; Pancreatic cancer, somatic, 260350 (3); Nasopharyngeal carcinoma, somatic, 607107 (3); {Osteosarcoma}, 259500 (3), Somatic mutation; {Choroid plexus papilloma}, 260500 (3), Autosomal dominant; {Colorectal cancer}, 114500 (3), Somatic mutation, Autosomal dominant; {Glioma susceptibility 1}, 137800 (3), Somatic mutation, Autosomal dominant; Bone marrow failure syndrome 5, 618165 (3), Autosomal dominant	Trp53 (MGI:98834)
chr17	7686071	7703502	17p13	17p13.1	612661	WRAP53, TCAB1, WDR79, DKCB3	WD repeat-containing protein antisense to TP53	WRAP53	55135	ENSG00000141499		Dyskeratosis congenita, autosomal recessive 3, 613988 (3), Autosomal recessive	Wrap53 (MGI:2384933)
chr17	7705202	7711372	17p13.1-p11.2	17p13.1	602297	EFNB3, EPLG8, LERK8, EFL6	Ephrin B3	EFNB3	1949	ENSG00000108947			Efnb3 (MGI:109196)
chr17	7717744	7833742	17p13	17p13.1	603333	DNAH2, DNAHC2, SPGF45	Dynein, axonemal, heavy chain-2	DNAH2	146754	ENSG00000183914		Spermatogenic failure 45, 619094 (3), Autosomal recessive	Dnah2 (MGI:107731)
chr17	7834217	7854796	17p13.1	17p13.1	611577	KDM6B, JMJD3, KIAA0346, NEDCFSA	Lysine demethylase 6B	KDM6B	23135	ENSG00000132510		Neurodevelopmental disorder with coarse facies and mild distal skeletal abnormalities, 618505 (3), Autosomal dominant	Kdm6b (MGI:2448492)
chr17	7855066	7856099	17p13.1	17p13.1	617813	TMEM88	Transmembrane protein 88	TMEM88	92162	ENSG00000167874			Tmem88 (MGI:1914270)
chr17	7856685	7885420	17p13.1	17p13.1	617990	NAA38, LSMD1, MAK31	N-alpha-acetyltransferase 38, NatC auxiliary subunit	NAA38	84316	ENSG00000183011			Naa38 (MGI:1925554)
chr17	7884796	7912755	17p13	17p13.1	602120	CHD3, SNIBCPS	Chromodomain helicase DNA binding protein-3	CHD3	1107	ENSG00000170004		Snijders Blok-Campeau syndrome, 618205 (3), Autosomal dominant	Chd3 (MGI:1344395)
chr17	7921859	7929856	17p13.1	17p13.1	604111	KCNAB3, KCNA3B	Potassium voltage-gated channel, shaker-related subfamily, beta member 3	KCNAB3	9196	ENSG00000170049			Kcnab3 (MGI:1336208)
chr17	7930345	7931999	17p13	17p13.1	610969	TRAPPC1, MUM2, BET5	Trafficking protein particle complex, subunit 1	TRAPPC1	58485	ENSG00000170043			Trappc1 (MGI:1098727)
chr17	7932081	7949920	17p13.1	17p13.1	611425	CNTROB, LIP8	Centrobin, centriole duplication and spindle assembly protein	CNTROB	116840	ENSG00000170037			Cntrob (MGI:2443290)
chr17	8002615	8020342	17p13.1	17p13.1	600179	GUCY2D, GUC2D, LCA1, CORD6, RCD2, CACD1, CSNB1I	Guanylate cyclase 2D, retinal	GUCY2D	3000	ENSG00000132518	mutation identified in 1 CACD1 family	Cone-rod dystrophy 6, 601777 (3), Autosomal recessive, Autosomal dominant; ?Choroidal dystrophy, central areolar 1, 215500 (3), Autosomal dominant; Leber congenital amaurosis 1, 204000 (3), Autosomal recessive; Night blindness, congenital stationary, type 1I, 618555 (3), Autosomal recessive	Gucy2e (MGI:105123)
chr17	8039059	8049134	17p13.1	17p13.1	603697	ALOX15B	Arachidonate 15-lipoxygenase, second type	ALOX15B	247	ENSG00000179593			Alox8 (MGI:1098228)
chr17	8072636	8087716	17p13.1	17p13.1	603741	ALOX12B, ARCI2	Archidonate 12-lipoxygenase, R type	ALOX12B	242	ENSG00000179477		Ichthyosis, congenital, autosomal recessive 2, 242100 (3), Autosomal recessive	Alox12b (MGI:1274782)
chr17	8095900	8118916	17p13.1	17p13.1	607206	ALOXE3, ARCI3	Arachidonate lipoxygenase 3	ALOXE3	59344	ENSG00000179148		Ichthyosis, congenital, autosomal recessive 3, 606545 (3), Autosomal recessive	Aloxe3 (MGI:1345140)
chr17	8119155	8119227	17p13.1	17p13.1	189918	TRNAK1, TRK1, TRK-TTT3-5	Transfer RNA lysine (TTT) 3-5	TRK-TTT3-5	7206				
chr17	8119752	8119823	17p13.1	17p13.1	189919	TRQ-CTG1-5, TRNAQ1, TRQ1	tRNA glutamine (anticodon CTG) 1-5	TRQ-CTG1-5	7228				
chr17	8120314	8120395	17p13.1	17p13.1	189920	TRNAL2, TRL2	tRNA leucine-2	TRL-TAG1-1	7208				
chr17	8120592	8126634	17p13.2	17p13.1	608059	HES7, SCDO4	Hes family bHLH transcription factor 7	HES7	84667	ENSG00000179111		Spondylocostal dysostosis 4, autosomal recessive, 613686 (3), Autosomal recessive	Hes7 (MGI:2135679)
chr17	8120925	8121012	17p13.1	17p13.1	610406	TRR-TCT2-1, TRNAR1, TRR1	tRNA arginine (anticodon TCT) 2-1	TRR-TCT2-1	7230				
chr17	8125746	8125816	17p13.1	17p13.1	610407	TRG-GCC2-6, TRNAG2, TRG2	tRNA glycine (anticodon GCC) 2-6	TRG-GCC2-6	7196		at least 8 copies in this region		
chr17	8140472	8152404	17p12	17p13.1	602260	PER1, PER, RIGUI	Period circadian regulator 1	PER1	5187	ENSG00000179094			Per1 (MGI:1098283)
chr17	8159147	8162948	17p12	17p13.1	185881	VAMP2, SYB2, NEDHAHM	Vesicle-associated membrane protein-2 (synaptobrevin-2)	VAMP2	6844	ENSG00000220205		Neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements, 618760 (3), Autosomal dominant	Vamp2 (MGI:1313277)
chr17	8172457	8176380	17p13.1	17p13.1	616183	TMEM107, MKS13, JBTS29	Transmembrane protein 107	TMEM107	84314	ENSG00000179029	mutation identified in 1 JBTS29	Orofaciodigital syndrome XVI, 617563 (3), Autosomal recessive; Meckel syndrome 13, 617562 (3), Autosomal recessive; ?Joubert syndrome 29, 617562 (3), Autosomal recessive	Tmem107 (MGI:1914160)
chr17	8173452	8173588	17p13.1	17p13.1	616663	SNORD118, LCC	Small nucleolar RNA,  C/D box, 118	SNORD118	727676	ENSG00000200463		Leukoencephalopathy, brain calcifications, and cysts, 614561 (3), Autosomal recessive	
chr17	8188345	8190180	17p13.1	17p13.1	616599	BORCS6, C17orf59, LYSPERSIN	BLOC1-related complex, subunit 6	BORCS6	54785	ENSG00000196544			Borcs6 (MGI:1919173)
chr17	8204731	8210575	17p13.1	17p13.1	604970	STK12, ARK2, AIK2, AIM1	Serine/threonine protein kinase 12	AURKB	9212	ENSG00000178999			Aurkb (MGI:107168)
chr17	8224815	8248056	17p13.1	17p13.1	613129	CTC1, CRMCC, C17orf68, AAF132	Conserved telomere maintenance component 1	CTC1	80169	ENSG00000178971		Cerebroretinal microangiopathy with calcifications and cysts, 612199 (3), Autosomal recessive	Ctc1 (MGI:1916214)
chr17	8247608	8270486	Chr.17	17p13.1	602133	PFAS, FGARAT	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)	PFAS	5198	ENSG00000178921			Pfas (MGI:2684864)
chr17	8287763	8295400	17p13.1	17p13.1	610818	SLC25A35	Solute carrier family 25, member 35	SLC25A35	399512	ENSG00000125434			Slc25a35 (MGI:1919248)
chr17	8288670	8290087	17p13.1	17p13.1	607954	RANGRF, MOG1	RAN guanine nucleotide release factor	RANGRF	29098	ENSG00000108961			Rangrf (MGI:1889073)
chr17	8310241	8322511	17p13.1	17p13.1	608504	ARGEF15, KIAA0915	Rho guanine nucleotide exchange factor 15	ARHGEF15	22899	ENSG00000198844			Arhgef15 (MGI:3045246)
chr17	8339840	8346046	17p13.1	17p13.1	610097	ODF4, OPPO1	Outer dense fiber of sperm tails 4	ODF4	146852	ENSG00000184650			Odf4 (MGI:2182079)
chr17	8377516	8383193	17p	17p13.1	603704	RPL26, DBA11	Ribosomal protein L26	RPL26	6154	ENSG00000161970	mutation identified in 1 family	?Diamond-Blackfan anemia 11, 614900 (3), Autosomal dominant	Rpl26 (MGI:106022)
chr17	8474212	8630725	17p13	17p13.1	160776	MYH10	Myosin, heavy polypeptide-10, non-muscle	MYH10	4628	ENSG00000133026			Myh10 (MGI:1930780)
chr17	8413131	8474328	Chr.17	17p13.1	607538	NUDEL	Nude-like protein (endooligopeptidase A)	NDEL1	81565	ENSG00000166579			Ndel1 (MGI:1932915)
chr17	8747532	8758546	17p13.1	17p13.1	617628	SPDYE4	Speedy/RINGO cell cycle regulator family, member E4	SPDYE4	388333	ENSG00000183318			Spdye4a,Spdye4b (MGI:1921923,MGI:3612701)
chr17	8802722	8867677	17p13.1	17p13.1	611462	PIK3R6, C17orf38	Phosphatidylinositol 3-kinase, regulatory subunit 6	PIK3R6	146850	ENSG00000276231			Pik3r6 (MGI:2144613)
chr17	8878916	8965707	17p13.1	17p13.1	611317	PIK3R5, p101	Phosphatidylinositol 3-kinase, regulatory subunit 5	PIK3R5	23533	ENSG00000141506		Ataxia-oculomotor apraxia 3, 615217 (3), Autosomal recessive	Pik3r5 (MGI:2443588)
chr17	9003087	9244000	17p13.1	17p13.1	601614	NTN1, NTN1L, MRMV4	Netrin 1, mouse, homolog of	NTN1	9423	ENSG00000065320		Mirror movements 4, 618264 (3), Autosomal dominant	Ntn1 (MGI:105088)
chr17	9250471	9575820	17p12	17p13.1	604203	STX8	Syntaxin 8	STX8	9482	ENSG00000170310			Stx8 (MGI:1890156)
chr17	9576642	9645554	17p13.1	17p13.1	609804	CFAP52, WDR16, WDRPUH, HTX10	Cilia- and flagella-associated protein 52	CFAP52	146845	ENSG00000166596		Heterotaxy, visceral, 10, autosomal, with male infertility, 619607 (3), Autosomal recessive	Cfap52 (MGI:1919110)
chr17	9771438	9791592	17p13.1	17p13.1	616161	DHRS7C, SDR32C2	Short-chain dehydrogenase reductase family, member 7C	DHRS7C	201140	ENSG00000184544			Dhrs7c (MGI:1915710)
chr17	9825924	9892099	17p13.3	17p13.1	603659	GLP2R	Glucagon-like peptide 2 receptor	GLP2R	9340	ENSG00000065325			Glp2r (MGI:2136733)
chr17	9896320	9905271	17p13.1	17p13.1	179618	RCVRN, RCV1	Recoverin	RCVRN	5957	ENSG00000109047			Rcvrn (MGI:97883)
chr17	9910606	10198606	17p	17p13.1	603127	GAS7	Growth arrest-specific 7	GAS7	8522	ENSG00000007237			Gas7 (MGI:1202388)
chr17	10300865	10373006	17p13.1-p12	17p13.1	603487	MYH13	Myosin, heavy polypeptide 13, skeletal muscle	MYH13	8735	ENSG00000006788			Myh13 (MGI:1339967)
chr17	10390322	10421950	17p13.1	17p13.1	160741	MYH8, DA7	Myosin, heavy polypeptide-8, skeletal muscle, perinatal	MYH8	4626	ENSG00000133020		Carney complex variant, 608837 (3); Trismus-pseudocamptodactyly syndrome, 158300 (3), Autosomal dominant	Myh8 (MGI:1339712)
chr17	10443263	10469559	17p13.1	17p13.1	160742	MYH4	Myosin, heavy polypeptide-4, skeletal muscle	MYH4	4622	ENSG00000264424			Myh4 (MGI:1339713)
chr17	10492307	10518542	17p13.1	17p13.1	160730	MYH1	Myosin, heavy polypeptide-1, skeletal muscle, adult	MYH1	4619	ENSG00000109061	cluster = 6 genes in 500kb		Myh1 (MGI:1339711)
chr17	10521148	10549658	17p13.1	17p13.1	160740	MYH2, CMYP6	Myosin, heavy polypeptide-2, skeletal muscle, adult	MYH2	4620	ENSG00000125414		Congenital myopathy 6 with ophthalmoplegia, 605637 (3), Autosomal recessive, Autosomal dominant	Myh2 (MGI:1339710)
chr17	10628532	10678417	17p13.1	17p13.1	160720	MYH3, DA2A, DA2B3, DA8, CPSFS1A, CPSFS1B	Myosin, heavy polypeptide-3, skeletal muscle, embryonic	MYH3	4621	ENSG00000109063		Contractures, pterygia, and spondylocarpostarsal fusion syndrome 1A, 178110 (3), Autosomal dominant; Contractures, pterygia, and spondylocarpotarsal fusion syndrome 1B, 618469 (3), Autosomal recessive; Arthrogryposis, distal, type 2B3 (Sheldon-Hall), 618436 (3), Autosomal dominant; Arthrogryposis, distal, type 2A (Freeman-Sheldon), 193700 (3), Autosomal dominant	Myh3 (MGI:1339709)
chr17	10672474	10697533	17p13-p12	17p13.1	603644	SCO1, SCOD1, MC4DN4	SCO cytochrome c oxidase assembly protein 1	SCO1	6341	ENSG00000133028		Mitochondrial complex IV deficiency, nuclear type 4, 619048 (3), Autosomal recessive	Sco1 (MGI:106362)
chr17	10800001	16100000	17p12		605572	AOMS2	Abdominal obesity-metabolic syndrome QTL2		65077		second QTL on 3q27	Abdominal obesity-metabolic syndrome, 605572 (2), Autosomal dominant	
chr17	10800001	33500000	17p12-q11.2		613392	DFNB85	Deafness, autosomal recessive 85		100359399		between rs230884 and rs12603885	Deafness, autosomal recessive 85, 613392 (2), Autosomal recessive	
chr17	10800001	42800000	17p12-q21.2		614928	ECTD6	Ectodermal dysplasia 6, hair/nail type		101101770		between D17S839 and D17S1299	Ectodermal dysplasia 6, hair/nail type, 614928 (2), Autosomal recessive	
chr17	10800001	22700000	17p12-p11.2		616652	YUHAL	Yuan-Harel-Lupski syndrome				contiguous gene duplication syndrome	Yuan-Harel-Lupski syndrome, 616652 (4), Autosomal dominant	
chr17	10822470	10838087	17p13.1	17p12	612068	PIRT	Phosphoinositide-interacting regulator of transient receptor potential channels	PIRT	644139	ENSG00000233670			Pirt (MGI:2443635)
chr17	11241213	11564063	17p12	17p12	617327	SHISA6	Shisa family, member 6	SHISA6	388336	ENSG00000188803			Shisa6 (MGI:2685725)
chr17	11598470	11969748	17p12	17p12	603330	DNAH9, DNAH17L, DNEL1, CILD40	Dynein, axonemal, heavy chain 9	DNAH9	1770	ENSG00000007174		Ciliary dyskinesia, primary, 40, 618300 (3), Autosomal recessive	Dnah9 (MGI:1289279)
chr17	11977439	12021527	17p13-p12	17p12	194524	ZNF18, KOX11	Zinc finger protein-18 (KOX11)	ZNF18	7566	ENSG00000154957			Zkscan6 (MGI:1289293)
chr17	12020877	12143828	17p11.2	17p12	601335	SERK1, PRKMK4, MAPKK4, JNKK1	SAPK/ERK kinase-1	MAP2K4	6416	ENSG00000065559			Map2k4 (MGI:1346869)
chr17	12665890	12768949	17p11.2	17p12	606127	MYOCD, MGBL	Myocardin	MYOCD	93649	ENSG00000141052		Megabladder, congenital, 618719 (3), Autosomal dominant	Myocd (MGI:2137495)
chr17	12789498	12991643	17p12	17p12	617716	ARHGAP44, RICH2, KIAA0672	RHO GTPase-activating protein 44	ARHGAP44	9912	ENSG00000006740			Arhgap44 (MGI:2144423)
chr17	12991612	13018027	17p11	17p12	605367	ELAC2, HPC2, COXPD17	elaC ribonuclease Z 2	ELAC2	60528	ENSG00000006744	at ~365cR	{Prostate cancer, hereditary, 2, susceptibility to}, 614731 (3); Combined oxidative phosphorylation deficiency 17, 615440 (3), Autosomal recessive	Elac2 (MGI:1890496)
chr17	13494032	13601929	17p12-p11.2	17p12	604057	HS3ST3A1, 30ST3A1	Heparan sulfate-glucosamine 3-sulfotransferase 3A1	HS3ST3A1	9955	ENSG00000153976			Hs3st3a1 (MGI:1333861)
chr17	14069504	14208677	17p12-p11.2	17p12	602125	COX10, MC4DN3	Cytochrome c oxidase, subunit X	COX10	1352	ENSG00000006695		Mitochondrial complex IV deficiency, nuclear type 3, 619046 (3), Autosomal recessive	Cox10 (MGI:1917633)
chr17	14301081	14349404	17p12-p11.2	17p12	604058	HS3ST3B1, 30ST3B1	Heparan sulfate-glucosamine 3-sulfotransferase 3B1	HS3ST3B1	9953	ENSG00000125430			Hs3st3b1 (MGI:1333853)
chr17	15229779	15265326	17p11.2	17p12	601097	PMP22, CMT1A, CMT1E, DSS, CIDP	Peripheral myelin protein-22	PMP22	5376	ENSG00000109099	mutation identified in 1 CIDP family	Charcot-Marie-Tooth disease, type 1A, 118220 (3), Autosomal dominant; Roussy-Levy syndrome, 180800 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 1E, 118300 (3), Autosomal dominant; ?Neuropathy, inflammatory demyelinating, 139393 (3), ?Autosomal dominant; Neuropathy, recurrent, with pressure palsies, 162500 (3), Autosomal dominant; Dejerine-Sottas disease, 145900 (3), Autosomal recessive, Autosomal dominant	Pmp22 (MGI:97631)
